word,pos,zh,corpus_count,corpus_share,tracks
obscure,adj.,模糊的、昏暗的、难解的,3000,0.967,cet4+cet6+postgrad
obscure,v.,使变暗、隐藏、使变模糊,69,0.022,cet4+cet6+postgrad
offer,v.,提供、出价、奉献,10268,0.546,life+cet4+cet6+postgrad
offer,n.,给予(物)、出价、提议,8547,0.454,life+cet4+cet6+postgrad
official,adj.,公务的、官方的、正式的,5900,0.778,life+cet4+cet6+postgrad
official,n.,官员、公务员、职员,1529,0.202,life+cet4+cet6+postgrad
olive,adj.,黄绿色的、黄褐色的、橄榄色的,2980,0.766,cet6
olive,n.,橄榄、橄榄树、橄榄色,137,0.035,cet6
only,adv.,只有、仅仅、只能,163644,0.778,life
only,adj.,唯一的、仅有的、最佳的,46713,0.222,life
opaque,adj.,不透明的、不传热的、不传导的,155,0.807,cet6+postgrad
opaque,n.,不透明物,28,0.146,cet6+postgrad
open,adj.,开着的、开放的、开阔的,29499,0.564,life
open,v.,打开、公开、开放,17672,0.338,life
opposite,adj.,相对的、相反的、对面的,3613,0.521,cet4+cet6+postgrad
opposite,n.,对立面,2817,0.406,cet4+cet6+postgrad
order,n.,次序、规则、命令,24512,0.860,life
order,v.,命令、定货,1645,0.058,life
outlaw,n.,被剥夺法律保护的人、罪犯,194,0.513,cet6
outlaw,v.,使...失去法律保护、将...逐出社会、宣告非法,69,0.183,cet6
outline,n.,大纲、轮廓、概要,596,0.613,cet4+cet6+postgrad
outline,v.,描画轮廓、描述要点,376,0.386,cet4+cet6+postgrad
oval,adj.,卵形的、椭圆形的,311,0.398,cet4+cet6+postgrad
oval,n.,椭圆形,194,0.248,cet4+cet6+postgrad
overall,adj.,全部的、全体的、从头至尾的,6587,0.775,life+cet4+cet6+postgrad
overall,adv.,从头到尾、总的说来,1647,0.194,life+cet4+cet6+postgrad
overall,n.,罩衫、工作服,219,0.026,life+cet4+cet6+postgrad
overhaul,n.,分解检查、精细检查、大检修,531,0.749,postgrad
overhaul,v.,分解检查、翻修、精细检查,122,0.172,postgrad
overhead,n.,经常开支、普通用费、天花板,393,0.455,cet4+cet6+postgrad
overhead,adj.,在头上的、高架的,290,0.336,cet4+cet6+postgrad
overhead,adv.,在头顶上、在空中、在高处,175,0.203,cet4+cet6+postgrad
overnight,adj.,通宵的、晚上的、前夜的,4506,0.813,cet4+cet6+postgrad
overnight,adv.,在前一夜、整夜、昨晚一晚上,641,0.116,cet4+cet6+postgrad
overseas,adj.,海外的、国外的,1291,0.501,cet4+cet6+postgrad
overseas,adv.,在海外、在国外,1236,0.480,cet4+cet6+postgrad
overtime,n.,超时、加班、延长时间,363,0.635,cet4+cet6+postgrad
overtime,adv.,加班地,202,0.353,cet4+cet6+postgrad
own,adj.,自己的、嫡亲的、同胞的,100399,0.955,life
own,v.,拥有、支配、自认,4522,0.043,life
pack,n.,包裹、一伙、一副,6206,0.731,cet4+postgrad
pack,v.,包装、捆扎、塞满,2159,0.254,cet4+postgrad
package,n.,包裹、套装软件、包,4436,0.975,life+cet4+cet6+postgrad
package,v.,包装、打包,92,0.020,life+cet4+cet6+postgrad
paddle,n.,桨、划桨、明轮翼,750,0.700,postgrad
paddle,v.,划桨、戏水、涉水,231,0.216,postgrad
paint,n.,油漆、颜料、绘画作品,5920,0.580,life+cet4+postgrad
paint,v.,油漆、绘、画,3861,0.378,life+cet4+postgrad
pair,n.,一双、一对、一副,16086,0.975,life
pair,v.,(使)成对,393,0.024,life
pal,n.,朋友、伙伴、同志,1763,0.780,cet6
pal,v.,交友、结伴,32,0.014,cet6
pale,adj.,苍白的、暗淡的、无力的,1189,0.784,cet4+cet6+postgrad
pale,n.,栅栏、界线、范围,131,0.086,cet4+cet6+postgrad
pale,v.,变苍白、变暗、失色,63,0.042,cet4+cet6+postgrad
palm,n.,手掌、棕榈、胜利,1131,0.766,cet4+cet6+postgrad
palm,v.,与...握手、藏...于掌中,81,0.055,cet4+cet6+postgrad
panic,n.,恐慌、惊慌,3260,0.634,cet6+postgrad
panic,v.,使惊慌、使狂热,1877,0.365,cet6+postgrad
pant,n.,喘息、悸动,92,0.529,cet4+cet6+postgrad
pant,v.,喘息、渴望,28,0.161,cet4+cet6+postgrad
parachute,n.,降落伞,779,0.751,cet6+postgrad
parachute,v.,跳伞,65,0.063,cet6+postgrad
parallel,adj.,平行的、相似的,773,0.586,cet4+cet6+postgrad
parallel,n.,平行、对比、相匹敌之物,464,0.352,cet4+cet6+postgrad
parallel,v.,与...平行、与...相似、相比,42,0.032,cet4+cet6+postgrad
pass,v.,经过、越过、通过,13721,0.498,life
pass,n.,经过、要隘、途径,13496,0.490,life
past,adj.,过去的、结束的、卸任的,16267,0.408,life
past,n.,过去、昔时、往事,16007,0.401,life
paste,n.,面团、面食、浆糊,1551,0.930,cet4+cet6+postgrad
paste,v.,用浆糊粘、张贴、狠狠地打,71,0.043,cet4+cet6+postgrad
patient,n.,病人、承受者,7816,0.734,life+cet4+cet6+postgrad
patient,adj.,忍耐的、容忍的、有耐性的,2757,0.259,life+cet4+cet6+postgrad
pause,n.,暂停、中止、停顿,999,0.684,cet4+cet6+postgrad
pause,v.,暂停、中止、停顿,459,0.314,cet4+cet6+postgrad
paw,n.,爪,713,0.859,cet4+cet6+postgrad
paw,v.,以蹄扒地、用爪子抓、拼命抓,28,0.034,cet4+cet6+postgrad
pay,v.,支付、付清、补偿,41330,0.812,life
pay,n.,薪资、付款、补偿,9550,0.188,life
peak,n.,山峰、巅、山顶,2183,0.598,cet4+cet6+postgrad
peak,adj.,最高的、最大值的,319,0.087,cet4+cet6+postgrad
peak,v.,到达最高点、消瘦、变憔悴,230,0.063,cet4+cet6+postgrad
pedal,n.,踏板、脚蹬子,367,0.423,cet6+postgrad
pedal,adj.,脚的、脚踏的,337,0.388,cet6+postgrad
pedal,v.,用脚踏动,117,0.135,cet6+postgrad
pedestrian,adj.,人行的、徒步的、呆板的,278,0.706,cet6+postgrad
pedestrian,n.,行人、步行者,114,0.289,cet6+postgrad
peel,v.,削...皮、剥去...的壳,1001,0.467,cet4+cet6+postgrad
peel,n.,皮、外壳,412,0.192,cet4+cet6+postgrad
permit,n.,许可证、许可、执照,319,0.556,cet4+cet6+postgrad
permit,v.,允许、容许、可能,255,0.444,cet4+cet6+postgrad
pet,n.,宠物、受宠爱的人、宠坏的孩子,4353,0.753,cet4+cet6+postgrad
pet,adj.,宠爱的、表示亲昵的、养着观赏的,231,0.040,cet4+cet6+postgrad
petition,n.,请愿、诉状、陈情书,983,0.941,cet6+postgrad
petition,v.,正式请求、恳求、请愿,50,0.048,cet6+postgrad
phase,n.,时期、局面、方面,2643,0.946,cet4+cet6+postgrad
phase,v.,使调整相位、使定相、使一致,151,0.054,cet4+cet6+postgrad
phone,n.,电话、受话器、耳机,29056,0.930,life+cet4+postgrad
phone,v.,打电话给,1977,0.063,life+cet4+postgrad
pick,v.,摘、掘、凿,26786,0.913,life
pick,n.,精选、选择、掘,2564,0.087,life
pickle,n.,盐卤、腌汁、泡菜,685,0.747,cet6
pickle,v.,腌制、酸洗、葬送(机会等),103,0.112,cet6
picture,n.,图画、照片、景色,25651,0.952,life
picture,v.,画、拍摄、用图说明,620,0.023,life
pile,n.,堆、大堆、大厦,2929,0.851,cet4+cet6+postgrad
pile,v.,堆起、堆积、积累,502,0.146,cet4+cet6+postgrad
pin,n.,大头针、针、别针,2398,0.659,cet4+cet6+postgrad
pin,v.,将...用针别住、钉住、压住,780,0.214,cet4+cet6+postgrad
pinch,n.,捏、拧、撮,1387,0.676,cet4+cet6+postgrad
pinch,v.,捏、拧、掐,636,0.310,cet4+cet6+postgrad
pirate,n.,海盗、盗印者、侵犯专利权者,1131,0.458,cet6+postgrad
pirate,v.,盗印、掠夺、翻印,244,0.099,cet6+postgrad
pit,n.,深坑、矿井、果核,2532,0.793,cet4+cet6+postgrad
pit,v.,窖藏、使凹下、使有麻点,537,0.168,cet4+cet6+postgrad
pitch,n.,程度、坡度、顶点,7150,0.888,cet4+cet6+postgrad
pitch,v.,投、掷、向前倾跌,865,0.107,cet4+cet6+postgrad
place,n.,地方、地点、位置,117221,0.966,life
place,v.,放置、寄予、认出,3060,0.025,life
plague,v.,折磨、使苦恼、使得灾祸,935,0.855,cet6+postgrad
plague,n.,瘟疫、天罚、麻烦,30,0.027,cet6+postgrad
plain,adj.,简单的、明白的、平常的,3413,0.743,cet4+cet6+postgrad
plain,adv.,清楚地、显然地,480,0.104,cet4+cet6+postgrad
plain,n.,平原、草原、朴实无华的东西,425,0.093,cet4+cet6+postgrad
plan,n.,计划、方案、策略,26533,0.835,life
plan,v.,计划、设计、意欲,4214,0.133,life
plant,n.,植物、作物、工厂,11068,0.854,life
plant,v.,种植、栽培、播种,1313,0.101,life
plastic,n.,塑料、可塑体、可塑性物质,4158,0.759,life+cet4+cet6+postgrad
plastic,adj.,塑料的、塑造的、有可塑性的,1158,0.211,life+cet4+cet6+postgrad
play,v.,玩、游戏、假装,67930,0.689,life
play,n.,游戏、游玩、玩笑,27936,0.284,life
plenty,n.,充分、很多、丰富,17061,0.836,cet4+cet6+postgrad
plenty,adj.,很多的、足够的、丰富的,1227,0.060,cet4+cet6+postgrad
plot,n.,小块土地、地区图、图,4604,0.943,cet4+cet6+postgrad
plot,v.,划分、绘图、密谋,198,0.041,cet4+cet6+postgrad
plough,v.,用犁耕田、开路,338,0.382,cet4+cet6+postgrad
plough,n.,犁、犁过的地,218,0.247,cet4+cet6+postgrad
plug,n.,塞子、栓、插头,1163,0.599,cet4+cet6+postgrad
plug,v.,插入、塞住、接插头,749,0.385,cet4+cet6+postgrad
plump,v.,突然放下、支持、使丰满,460,0.576,cet6
plump,adj.,圆胖的、丰满的、直接下落的,245,0.307,cet6
plunder,v.,掠夺、抢劫、抢夺,121,0.621,cet6
plunder,n.,抢夺、掠夺品、战利品,68,0.349,cet6
plunge,n.,钻进、跳进、跳水,784,0.741,cet4+cet6+postgrad
plunge,v.,投入、投身于、跳进,256,0.242,cet4+cet6+postgrad
plural,adj.,复数的、两个以上的,149,0.760,cet4+cet6+postgrad
plural,n.,复数,28,0.143,cet4+cet6+postgrad
point,n.,点、小数点、标点,75844,0.939,life+cet4+cet6+postgrad
point,v.,弄尖、强调、指出,3587,0.044,life+cet4+cet6+postgrad
poke,v.,戳、捅、拨弄,439,0.592,cet4+cet6+postgrad
poke,n.,刺、戳、袋子,223,0.301,cet4+cet6+postgrad
Pole,n.,波兰人、极点、磁极,2292,0.551,cet4+cet6+postgrad
Pole,v.,用竿支撑,96,0.023,cet4+cet6+postgrad
poll,n.,投票、民意测验、选举投票,2894,0.918,life+cet4+cet6+postgrad
poll,v.,对...进行民意测验、获得...票、剪树枝,49,0.016,life+cet4+cet6+postgrad
pond,n.,池塘,2598,0.809,cet4+cet6+postgrad
pond,v.,筑成池塘,64,0.020,cet4+cet6+postgrad
pool,n.,池、水塘、石油层,6550,0.941,life+cet4+cet6+postgrad
pool,v.,合伙经营、共享、采掘,114,0.016,life+cet4+cet6+postgrad
pop,n.,砰然声、枪击、含气饮料,10748,0.598,cet4+cet6+postgrad
pop,v.,使发出爆裂声、开枪打、突然伸出,5807,0.323,cet4+cet6+postgrad
pop,adj.,流行的、热门的、通俗的,215,0.012,cet4+cet6+postgrad
pore,n.,毛孔、小孔、气孔,50,0.549,cet6
pore,v.,专心阅读、细想、钻研,32,0.352,cet6
position,n.,位置、地位、身分,28957,0.988,life+cet4+cet6+postgrad
position,v.,安置、决定...的位置,339,0.012,life+cet4+cet6+postgrad
pot,n.,盆、罐、壶,9785,0.842,cet4+cet6+postgrad
pot,v.,装入盆中、在锅中煮、随手射击,1400,0.120,cet4+cet6+postgrad
potential,adj.,有潜力的、可能的、潜在的,9849,0.640,life+cet4+cet6+postgrad
potential,n.,潜在性、可能性、潜力,5551,0.360,life+cet4+cet6+postgrad
pound,n.,磅、英镑、重击,6355,0.965,life+cet4+cet6+postgrad
pound,v.,强烈打击、捣烂、监禁,108,0.016,life+cet4+cet6+postgrad
practice,n.,实践、练习、实行,7637,0.916,life
practice,v.,实践、实行、练习,573,0.069,life
praise,n.,赞美、称赞、崇拜,1888,0.672,cet4+cet6+postgrad
praise,v.,称赞、赞美,626,0.223,cet4+cet6+postgrad
present,adj.,现在的、出席的,8652,0.539,life
present,n.,现在、礼品、瞄准,3801,0.237,life
present,v.,介绍、引见、赠送,3393,0.211,life
press,n.,压、揿、按,11328,0.719,life+cet4+cet6+postgrad
press,v.,压、压榨、紧抱,3018,0.192,life+cet4+cet6+postgrad
pretty,adv.,相当、颇,56146,0.877,life+cet4+cet6+postgrad
pretty,adj.,漂亮的、优美的、机灵的,2520,0.039,life+cet4+cet6+postgrad
prey,n.,被掠食者、牺牲者,3574,0.947,cet6+postgrad
prey,v.,捕食,174,0.046,cet6+postgrad
prick,n.,扎、一刺、刺痛,574,0.646,cet6+postgrad
prick,v.,刺、戳、刺痛,260,0.292,cet6+postgrad
primary,adj.,主要的、初期的、根本的,4946,0.976,life+cet4+cet6+postgrad
primary,n.,最主要者、原色,124,0.024,life+cet4+cet6+postgrad
principal,adj.,主要的、最重要的、首要的,880,0.513,cet4+cet6+postgrad
principal,n.,校长、首长、本金,835,0.487,cet4+cet6+postgrad
print,n.,打印、版、印刷物,3110,0.791,cet4+postgrad
print,v.,打印、印刷、铭记,810,0.206,cet4+postgrad
probe,n.,探索、调查、探针,565,0.743,cet6+postgrad
probe,v.,用探针探测、调查、探索,175,0.230,cet6+postgrad
process,n.,程序、进行、过程,21770,0.977,life+cet4+cet6+postgrad
process,v.,加工、使...接受处理、对...处置,481,0.022,life+cet4+cet6+postgrad
produce,v.,产生、生产、提出,8561,0.842,life+cet4+cet6+postgrad
produce,n.,生产品、物产、后代,1601,0.158,life+cet4+cet6+postgrad
professional,adj.,专业的、职业的,9169,0.930,life+cet4+cet6+postgrad
professional,n.,专业人才,353,0.036,life+cet4+cet6+postgrad
profile,n.,侧面、轮廓、传略,3103,0.950,cet6+postgrad
profile,v.,描绘...轮廓、写...的传略,48,0.015,cet6+postgrad
profit,n.,利润、赢利、利益,18747,0.982,life+cet4+cet6+postgrad
profit,v.,有益、获利、赚钱,336,0.018,life+cet4+cet6+postgrad
program,n.,节目、节目单、程序,406,0.912,life+cet4+cet6
program,v.,规划、拟...计划,20,0.045,life+cet4+cet6
programme,n.,节目、节目单、程序,30786,0.964,postgrad
programme,v.,规划、拟...计划,440,0.014,postgrad
progress,n.,进步、发展、前进,8448,0.881,life+cet4+cet6+postgrad
progress,v.,进步、进行,885,0.092,life+cet4+cet6+postgrad
project,n.,计划、设计、事业,16339,0.923,life+cet4+cet6+postgrad
project,v.,计划、设计、投掷,452,0.026,life+cet4+cet6+postgrad
promise,v.,允诺、约定、预示,6971,0.560,life+cet4+cet6+postgrad
promise,n.,诺言、约定的事情、有指望,4326,0.348,life+cet4+cet6+postgrad
prompt,adj.,迅速的、敏捷的、立刻的,146,0.537,cet4+cet6+postgrad
prompt,v.,激励、鼓动、提示,124,0.456,cet4+cet6+postgrad
protest,n.,抗议、反对、抗议书,3603,0.823,cet4+cet6+postgrad
protest,v.,反对、抗议、断言,721,0.165,cet4+cet6+postgrad
public,adj.,公众的、公共的、公立的,39617,0.707,life+cet4+cet6+postgrad
public,n.,公众、民众,14536,0.259,life+cet4+cet6+postgrad
pull,v.,拉、拖、拔,16067,0.915,life
pull,n.,拉、拖、拔,1401,0.080,life
pump,n.,抽水机、打气筒、泵,1440,0.556,cet4+cet6+postgrad
pump,v.,用唧筒抽水、打气、盘问,1056,0.408,cet4+cet6+postgrad
punch,n.,打洞器、钻孔机、冲压机,2472,0.590,cet4+cet6+postgrad
punch,v.,以拳重击、开洞、冲压,922,0.220,cet4+cet6+postgrad
purchase,n.,购买、购买品、紧握,3005,0.792,cet4+cet6+postgrad
purchase,v.,购买、赢得、努力取得,708,0.187,cet4+cet6+postgrad
push,v.,推、推动、使伸出,12090,0.723,life
push,n.,推、推动、奋斗,4583,0.274,life
puzzle,n.,难题、迷惑,1572,0.923,cet4+cet6+postgrad
puzzle,v.,使困惑、使为难,50,0.029,cet4+cet6+postgrad
quality,n.,品质、特性、才能,19506,0.952,life+cet4+cet6+postgrad
quality,adj.,优质的,398,0.019,life+cet4+cet6+postgrad
queer,n.,怪人、同性恋者,258,0.746,cet4+cet6+postgrad
queer,adj.,奇怪的、不舒服的、可疑的,22,0.064,cet4+cet6+postgrad
queer,v.,搞糟,22,0.064,cet4+cet6+postgrad
question,n.,问题、询问,76499,0.944,life
question,v.,询问、审问、怀疑,2229,0.027,life
queue,n.,辫子、一队人、队列,2013,0.831,cet4+cet6+postgrad
queue,v.,使排队、将...梳成辫子,343,0.142,cet4+cet6+postgrad
quick,adj.,快的、迅速的、敏捷的,23072,0.850,life
quick,adv.,快,1919,0.071,life
quiet,adj.,安静的、静止的、寂静的,13495,0.932,life
quiet,n.,安静、闲适、平静,246,0.017,life
quiver,n.,震动、颤抖、箭袋,77,0.694,cet6+postgrad
quiver,v.,颤抖、振动,25,0.225,cet6+postgrad
quiz,n.,考查、课堂测验、恶作剧,6907,0.916,cet4+cet6+postgrad
quiz,v.,戏弄、考查、恶作剧,292,0.039,cet4+cet6+postgrad
quote,n.,引用,1646,0.582,cet4+cet6+postgrad
quote,v.,引述、举证、报(价),1171,0.414,cet4+cet6+postgrad
rack,n.,架、行李架、饲草架,1050,0.810,cet4+cet6+postgrad
rack,v.,把...放在架上、在架上制作、折磨,179,0.138,cet4+cet6+postgrad
rage,n.,愤怒、情绪激动、狂暴,1284,0.933,cet4+cet6+postgrad
rage,v.,大怒、狂吹、流行,92,0.067,cet4+cet6+postgrad
raid,n.,袭击、突袭、搜捕,1842,0.880,cet4+cet6+postgrad
raid,v.,奇袭、搜捕,202,0.097,cet4+cet6+postgrad
rain,n.,雨、下雨、雨天,23577,0.966,life
rain,v.,下雨,807,0.033,life
raise,v.,升起、举起、唤起,14066,0.977,life
raise,n.,上升、高地、增高,315,0.022,life
rake,n.,耙子、钱耙、斜度,282,0.561,cet4+cet6+postgrad
rake,v.,搜索、掠过、(用耙子)耙,163,0.324,cet4+cet6+postgrad
rally,n.,重振旗鼓、集合、群众集会,1248,0.712,cet6+postgrad
rally,v.,重整旗鼓、集合、恢复精神,272,0.155,cet6+postgrad
ramble,v.,漫步、漫谈、漫游,56,0.514,cet6
ramble,n.,漫步、随笔,40,0.367,cet6
range,n.,排、行、山脉,11937,0.943,life+cet4+cet6+postgrad
range,v.,排列、归类于、使并列,359,0.028,life+cet4+cet6+postgrad
rank,n.,等级、排、横列,1223,0.761,cet4+cet6+postgrad
rank,v.,排列、归类于、把...分等,192,0.119,cet4+cet6+postgrad
rank,adj.,茂密丛生的、恶臭的、十足的,57,0.035,cet4+cet6+postgrad
rash,n.,皮疹,655,0.794,cet6+postgrad
rash,adj.,轻率的、匆忙的、鲁莽的,143,0.173,cet6+postgrad
rat,n.,鼠、卑鄙的人、破坏者,3028,0.894,cet4+cet6+postgrad
rat,v.,捕鼠、变节,87,0.026,cet4+cet6+postgrad
rate,n.,比率、率、速度,13813,0.976,life+cet4+cet6+postgrad
rate,v.,估价、认为、鉴定等级,288,0.020,life+cet4+cet6+postgrad
reach,v.,到达、达到、伸出,11429,0.874,life+cet4+cet6+postgrad
reach,n.,伸出、延伸、区域,1599,0.122,life+cet4+cet6+postgrad
read,v.,读、阅读、理解,26719,0.961,life
read,n.,读取、阅读,759,0.027,life
rear,adj.,后面的、背面的、后方的,2005,0.578,cet4+cet6+postgrad
rear,n.,后面、背后、后方,1384,0.399,cet4+cet6+postgrad
rebel,n.,叛徒、反叛者,1724,0.956,cet4+cet6+postgrad
rebel,adj.,造反的、反抗的,80,0.044,cet4+cet6+postgrad
recall,v.,回想、回忆、召回,1965,0.819,life+cet4+cet6+postgrad
recall,n.,回忆、召回、撤消,433,0.181,life+cet4+cet6+postgrad
record,n.,记录、履历、档案,23126,0.881,life+cet4+cet6+postgrad
record,v.,记录、记载、标明,2089,0.080,life+cet4+cet6+postgrad
red,adj.,红的、红色的、红肿的,34256,0.667,life
red,n.,红色、红颜料、赤字,7733,0.151,life
reel,n.,卷轴、一卷、纺车,389,0.529,cet4+cet6+postgrad
reel,v.,卷...于轴上、绕、使旋转,217,0.295,cet4+cet6+postgrad
referee,n.,仲裁人、调解人、裁判员,6342,0.965,cet6+postgrad
referee,v.,仲裁、裁判,114,0.017,cet6+postgrad
reform,n.,改革、改正、改造,7057,0.814,life+cet4+cet6+postgrad
reform,v.,改革、改过、革新,1180,0.136,life+cet4+cet6+postgrad
refrain,n.,重复的话、叠句、副歌,131,0.580,cet6+postgrad
refrain,v.,节制、避免、克制,95,0.420,cet6+postgrad
refund,n.,偿还,745,0.780,postgrad
refund,v.,付还、偿还借款,207,0.217,postgrad
refuse,v.,拒绝、谢绝,1868,0.880,life+cet4+cet6+postgrad
refuse,n.,废物,227,0.107,life+cet4+cet6+postgrad
regard,n.,关心、注意、尊敬,1929,0.621,cet4+cet6+postgrad
regard,v.,视为、注意、考虑,1172,0.377,cet4+cet6+postgrad
register,n.,寄存器、记录、登记簿,1427,0.548,cet4+cet6+postgrad
register,v.,记录、注册、提示,895,0.343,cet4+cet6+postgrad
regret,v.,为...感到遗憾、后悔、惋惜,2770,0.748,cet4+cet6+postgrad
regret,n.,遗憾、后悔、悔恨,927,0.250,cet4+cet6+postgrad
rein,v.,驾驭、以缰绳控制、控制,279,0.554,cet4+cet6+postgrad
rein,n.,缰绳、统治、支配,224,0.444,cet4+cet6+postgrad
relative,adj.,有关系的、相对的、比较的,2315,0.982,cet4+cet6+postgrad
relative,n.,亲戚、关系词,29,0.012,cet4+cet6+postgrad
relay,n.,驿马、替班、中继,918,0.730,cet6+postgrad
relay,v.,分程传递、转播、使接替,146,0.116,cet6+postgrad
release,n.,释放、发泄、豁免,4200,0.519,life+cet4+cet6+postgrad
release,v.,释放、解除、放松,3575,0.441,life+cet4+cet6+postgrad
relish,v.,调味、喜欢、玩味,305,0.531,postgrad
relish,n.,滋味、风味、美味,269,0.469,postgrad
remark,n.,评论、注意,528,0.936,cet4+cet6+postgrad
remark,v.,评论、注意,36,0.064,cet4+cet6+postgrad
remedy,n.,药物、治疗法、治疗,485,0.791,cet4+cet6+postgrad
remedy,v.,治疗、补救、矫正,107,0.175,cet4+cet6+postgrad
remnant,n.,剩余、零料、遗迹,101,0.771,cet6+postgrad
remnant,adj.,剩余的、残余的,25,0.191,cet6+postgrad
render,v.,回报、给于、付给,224,0.582,cet4+cet6+postgrad
render,n.,交纳、打底,156,0.405,cet4+cet6+postgrad
rent,n.,租金、房租、出租物,3320,0.487,cet4+cet6+postgrad
rent,v.,租用、租出,3298,0.484,cet4+cet6+postgrad
repair,n.,修理、补救、修复,1438,0.533,cet4+cet6+postgrad
repair,v.,修理、修补、补救,1246,0.461,cet4+cet6+postgrad
repeal,v.,废止、撤消、放弃,119,0.583,cet6
repeal,n.,废止、撤消,85,0.417,cet6
repeat,v.,重做、重复、复述,2454,0.599,life+cet4+cet6+postgrad
repeat,n.,重复、反复,1641,0.400,life+cet4+cet6+postgrad
reply,n.,答复、回答、答辩,1359,0.713,cet4+cet6+postgrad
reply,v.,答复、回答、回击,518,0.272,cet4+cet6+postgrad
report,n.,报告、报道、传说,19667,0.795,life
report,v.,报告、汇报、转述,3402,0.138,life
representative,n.,代表、众议员、典型,1349,0.812,life+cet4+cet6+postgrad
representative,adj.,描写的、表现的、代理的,275,0.166,life+cet4+cet6+postgrad
reproach,n.,责备、耻辱,53,0.697,cet4+cet6+postgrad
reproach,v.,责备、申斥、使丢脸,20,0.263,cet4+cet6+postgrad
reptile,n.,爬行动物、爬虫、卑鄙的人,264,0.575,cet6+postgrad
reptile,adj.,爬行的、爬虫类的、卑鄙的,128,0.279,cet6+postgrad
republican,adj.,共和政体的、共和国的、共和主义的,1361,0.641,life+cet4+cet6+postgrad
republican,n.,共和主义者、共和党员,145,0.068,life+cet4+cet6+postgrad
request,n.,请求、需要、申请书,1966,0.842,cet4+cet6+postgrad
request,v.,请求、要求、邀请,308,0.132,cet4+cet6+postgrad
rescue,n.,援救、解救、营救,7719,0.807,cet4+cet6+postgrad
rescue,v.,援救、救出、营救,1847,0.193,cet4+cet6+postgrad
research,n.,研究、调查、考察,11260,0.898,life+cet4+cet6+postgrad
research,v.,研究、调查,212,0.017,life+cet4+cet6+postgrad
reserve,n.,储备品、贮量、后备军,7604,0.886,cet4+cet6+postgrad
reserve,v.,保留、保存、预订,257,0.030,cet4+cet6+postgrad
resident,n.,居民、常驻程序、居住者,1696,0.932,life+cet4+cet6+postgrad
resident,adj.,居留的、定居的,104,0.057,life+cet4+cet6+postgrad
resistant,adj.,抵抗的、反抗的、耐...的,400,0.749,cet4+cet6+postgrad
resistant,n.,抵抗者、反抗者,134,0.251,cet4+cet6+postgrad
resolute,adj.,坚决的、刚毅的、毅然的,143,0.722,cet6+postgrad
resolute,n.,果断的人,30,0.152,cet6+postgrad
resolve,v.,决定、分解、决心,1736,0.815,cet4+cet6+postgrad
resolve,n.,决定之事、决心、坚决,391,0.184,cet4+cet6+postgrad
resort,n.,度假胜地、手段、凭借,2211,0.847,cet4+cet6+postgrad
resort,v.,诉诸、常去,243,0.093,cet4+cet6+postgrad
respect,n.,尊敬、尊重、问候,9272,0.778,life+cet4+cet6+postgrad
respect,v.,尊敬、注意、遵守,2646,0.222,life+cet4+cet6+postgrad
rest,n.,休息、睡眠、安息,34919,0.914,life
rest,v.,休息、睡、长眠,3269,0.086,life
result,n.,结果、成绩、答案,22416,0.958,life+cet4+cet6+postgrad
result,v.,产生、结果、致使,974,0.042,life+cet4+cet6+postgrad
retail,adj.,零售的,2529,0.818,cet4+cet6+postgrad
retail,n.,零售,260,0.084,cet4+cet6+postgrad
retail,v.,零售、详述、传播,70,0.023,cet4+cet6+postgrad
retreat,n.,休息寓所、撤退、隐居,1186,0.738,cet4+cet6+postgrad
retreat,v.,撤退、隐退、向后倾,408,0.254,cet4+cet6+postgrad
retrospective,adj.,回顾的、怀旧的、在后面的,139,0.602,postgrad
retrospective,n.,回顾展,84,0.364,postgrad
return,n.,回来、返回、来回票,8755,0.535,life
return,v.,返回、归还、回来,7605,0.465,life
revenge,n.,报仇、复仇、报复,2004,0.958,cet4+cet6+postgrad
revenge,v.,报仇、报复,76,0.036,cet4+cet6+postgrad
reverse,v.,使颠倒、使逆转、使倒退,1331,0.469,cet4+cet6+postgrad
reverse,n.,相反、背面、倒退,1086,0.382,cet4+cet6+postgrad
reverse,adj.,反面的、相反的、反向的,354,0.125,cet4+cet6+postgrad
review,n.,检讨、复习、回顾,7960,0.756,life+cet4+cet6+postgrad
review,v.,温习、检讨、评论,1276,0.121,life+cet4+cet6+postgrad
revolutionary,adj.,革命的、革命性的,1373,0.815,cet4+cet6+postgrad
revolutionary,n.,革命者、革命党人,164,0.097,cet4+cet6+postgrad
reward,n.,报酬、酬谢、赏金,2219,0.815,cet4+cet6+postgrad
reward,v.,奖赏、酬谢、给...应有报应,502,0.184,cet4+cet6+postgrad
ride,n.,骑马、乘坐、乘车,7470,0.620,life
ride,v.,骑、乘坐、压迫,4472,0.371,life
ridicule,n.,嘲笑、愚弄、笑柄,99,0.467,cet6
ridicule,v.,嘲笑、嘲弄、愚弄,81,0.382,cet6
rifle,n.,来复枪、步枪,630,0.754,cet4+cet6+postgrad
rifle,v.,用步枪射击、抢夺,42,0.050,cet4+cet6+postgrad
right,adv.,正确地、以有利结果、一直,238061,0.513,life
right,n.,权利、右边、正义,121381,0.262,life
right,adj.,正确的、对的、恰当的,102153,0.220,life
ring,n.,环、环形物、拳击场,11939,0.712,life
ring,v.,包围、套住、按铃,4531,0.270,life
